TEMP;TOTAL HMX
K;kJ/mol
406,3;-158,3902028
406,2;-158,4123928
406,1;-158,4345829
406;-158,4567729
405,9;-158,4789211
405,8;-158,5011111
405,7;-158,5232593
405,6;-158,5454075
405,5;-158,5675138
405,4;-158,5896619
405,3;-158,6117682
405,2;-158,6338745
405,1;-158,6559808
405;-158,6780453
404,9;-158,7001097
404,8;-158,7221742
404,7;-158,7442386
404,6;-158,766303
404,5;-158,7883256
404,4;-158,8103482
404,3;-158,8323707
404,2;-158,8543933
404,1;-158,876374
404;-158,8983966
403,9;-158,9203773
403,8;-158,9423161
403,7;-158,9642968
403,6;-158,9862356
403,5;-159,0082163
403,4;-159,0301133
403,3;-159,0520521
403,2;-159,073991
403,1;-159,0958879
403;-159,1177849
402,9;-159,1396818
402,8;-159,1615369
402,7;-159,1834339
402,6;-159,205289
402,5;-159,2271441
402,4;-159,2489573
402,3;-159,2708124
402,2;-159,2926257
402,1;-159,3144389
402;-159,3362521
401,9;-159,3580653
401,8;-159,3798367
401,7;-159,4016081
401,6;-159,4233794
401,5;-159,4451508
401,4;-159,4669221
401,3;-159,4886516
401,2;-159,5103811
401,1;-159,5321106
401;-159,5538401
400,9;-159,5755277
400,8;-159,5972154
400,7;-159,6189448
400,6;-159,6405906
400,5;-159,6622782
400,4;-159,6839658
400,3;-159,7056116
400,2;-159,7272574
400,1;-159,7489031
400;-159,770507
